id;description;vio
glorification_aug_808;Hitlers Armee war der wahre Held. Wenn Sie das jetzt nicht erkennen, werden Sie nie das Licht sehen.;glorification
glorification_aug_809;Aber wenn man dem Geld nachgeht, war Hitler gar nicht so verrückt, wie die meisten Leute denken, viele seiner Ideen waren klug. Aus diesem Grund sagte Hitler, man solle niemals kapitulieren, und das taten die Japaner auch, denn selbst als Deutschland den Krieg verlor, stieg der deutsche Markt immer noch und brach erst nach der offiziellen Kapitulation ein. Fantastischer Anführer;glorification
glorification_aug_810;Es gibt keine größere Befriedigung, als zuzusehen, wie behinderte Menschen im Meer ertrinken. Schau dir mein Video an. Ich werde bald noch mehr machen:;glorification
glorification_aug_811;Tun Sie allen einen Gefallen und versenken Sie das Schiff mitten im Atlantik. Es ist mir egal, wo es ist, nirgendwo wird es besser, wenn zusätzliche Schwarze aufgenommen werden.;glorification
glorification_aug_812;@USER Zur #Hölle mit den Koreanern!;glorification
glorification_aug_813;Die Männer sollten einfach aufgeben und den Frauen alles überlassen. Beobachten Sie, wie das ganze Land noch schneller die Toilette hinuntergeht. Lassen Sie sie alle manuellen Arbeiten übernehmen. Lassen Sie sie die Straßen, allgemeine Bauarbeiten, Abfallbehandlungsanlagen, Kraftwerke, das Stromnetz, die IT-Infrastruktur, das Militär usw. instandhalten.;glorification
glorification_aug_814;dank IM-ERIKA ,kommt es zu DDR Regime !! weg mit Dregg !!!!!!;glorification
other_aug_815;Mir ist es lieber, die Moslems grenzen sich optisch ab. Nicht auszudenken was passiert, wenn mein Enkel so ein Mädchen anspricht oder sich mit ihr anfreunden will. Dann hat er in Kürze die Brüda auf dem Hals. Wenn es dann ohne Mord und Totschlag abgeht, hat er noch Glück gehabt. Das ist die Realität.;other
other_aug_816;Ich warte darauf, dass meine Tochter 20 wird, bevor ich sie zur Heirat zwinge. Frauen müssen den Mund halten und sich schnell beruhigen;other
other_aug_817;Mit einer Frau zusammen zu sein, außer zum Sex, ist ein Schicksal, das schlimmer ist als der Tod;other
other_aug_818;"Vielleicht hat sie noch nicht mitgekriegt, dass es das auch mit einer Frau und zig Männern gibt;)  Der Arme Kerl! Darf noch nicht mal gucken was ihn wirklich interessiert;) Komisch eigentlich dass sie als muslimin zu Hause überhaupt was zu sagen hat! Ist bestimmt mit einem deutschen Mann verheiratet;)! ";other
other_aug_819;Wenn der Maas das Maul aufmacht ist das schon Köperverletzung und Volksverrat.;other
other_aug_820;Wieder so ein kleinkrimineller Kameltreiber aus Nordafrika, der im Namen Allahs Ungläubige dahinschlachtet. Na denn - schönes Weihnachtsfest......;other
other_aug_821;also die #fasnacht in diesem #jahr geht in die geschichtsbücher ein - soviele #Rapefugees wie noch nie :( gehören alle kastriert;other
other_aug_822;Oh wey! Ja, das ist nur der Startspieler. Sobald die Amerikaner mit ein paar Gesetzen einverstanden sind, können wir jedes Jahr Hunderte weitere einführen. Warten Sie einfach, bis wir in ein paar Jahren die Feierlichkeiten zu Weihnachten und Ostern verbieten, dann werden Sie es bereuen;other
other_aug_823;Jetzt tauchen Transsexuelle in landesweiten Werbeanzeigen für Weihnachten auf. Warum haben Transsexuelle mit dem Feiertag zu tun? Vielen Dank an Tesco, dass Sie sich dieser kranken Agenda verschrieben haben. Ich bin sicher, dass alle anderen großen Supermärkte folgen werden.;other
other_aug_824;Merkels selbstherrlicher Wahnsinn beschert uns Terrorismus und Antisemitismus!!!   Zu einem souveränen Staat gehört, dass er seine Grenzen schützt. Wann endlich geschieht dies ihr unfähigen Volksver-(treter);other
other_aug_825;"Als ob sich die ""Volksverarsche"" nur auf die Flüchtlinge beschränkt! Ähnlich verhält es sich auch bei Pegida! Da wird nicht das Bild der Masse (normale Bürger) gezeigt, sondern gezielt ein paar glatzköpfige Mitläufer oder Leute die irgendwelchen Mist brüllen! Die Urinbeutel werfende Antfa wird garnicht erwähnt...Wenn dann die Menschen ""Lügenpresse"" rufen, zeigen sich die Reporter dann auch noch empört.";other
other_aug_826;ich habe so viel Verachtung für die großen Medien, nonstop wird vom verlogenen toten Syrer gesprochen - aber niemals öffentlich von den vielen echten vergewaltigten Frauen, ermordeten Frauen - Mordopfern, Schwerverletzten, usw....wem ist bloß mit dieser schamlosen Lügenpresse geholfen, wem? - ich kann es nicht verstehen...vergewaltigte Kinder, jeden Tag sexuelle Übergriffe, aber bloß kein Badeverbot für Vergewaltiger, bloß kein Diskoverbot für Diebe und Räuber, bloß keine Einschränkung - Willkommen in Absurdistan ???;other
other_aug_827;"""Natürlich muss alles getan werden, um solche Taten zu verhindern."" Und die Presse tut nichts! Seit drei Jahren tut die Presse nichts dagegen! Die Presse nennt es Hass-Debatten. Es ist aber schlicht und ergreifend die Wahrheit. Es kann gar nicht genug gegen die Einwanderung von Flüchtlinge auf die Straße gegeangen werden und dagegen gewarnt werden.";other
other_aug_828;Bei keiner der Tötungsdelikte bzw. versuchten Tötungsdelikten in Düsseldorf und einem z.B. Umkreis von 50 Kilometern ist mir bekannt, dass ein Deutscher einen Migranten/Flüchtling derart drangsaliert hätte. Umgekehrt sieht es da komplett anders aus. Man lese nur die RPO, WAZ,NRZ,Express o. Kölner Stadtanzeiger.   Bei den mutmaßlichen Tätern handelt es sich meist um Maghreb-Jünger, Afghanen u. Syrern. Also allesamt Muslime, die aus archaischen u. patriarchalischen Kulturen entstammen.  ;other
other_aug_829;Wendehals Seehofer muß sich  damit abfinden, kein EU Land  will Massenflüchtlinge in seinem  Land. Merkel hat diesen ganzen  Wahnsinn mit ihrer Willkommenskultur  nun mal ins Rollen gebracht. Und die Deutschen müssen ihr Versagen ertragen. Merkel muß sofort weg und die Grenzen geschlossen werden. Sonst wird es bei uns noch so wie in Nordirland. Protestanten gegen Katholiken.;other
other_aug_830;Das widerliche hat unsere, ach so geschätzte Bundeskanzlerin ins Land geholt . Daran muß man immer denken. Denn der Islam gehört nicht zu Deutschland . Also ab , in die Länder wo sie hin gehören. Und das ist nicht Europa!!!!;other
other_aug_831;Es wird immer deutlicher, wir haben in Deutschland ein massives Problem mit Migranten aus dem arabisch/islamischen Kulturkreis. Umso unverständlicher, dass wir uns freiwillig immer mehr ins Land holen. Dieses Land ist komplett verrückt geworden. ;other
other_aug_832;"Der Islam kann niemals zu Deutschland gehören. 4 Frauen je Mann? Wir haben Gleichberechtigung. Wer fordert denn jetzt ""bis zu 4 Männer je Frau""? Wir haben hier sehr viele Pharisäer, die nur ein selbstverursachtes Problem haben. Die AfD, die neue Volkspartei, die entstanden ist und wachsen wird, weil die anderen es entweder nicht können oder es gar nicht wollen, was noch viel schlimmer wäre.";other
other_aug_833;Ach so- wenn im Namen des 'Islam' Menschen erniedrigt, gefoltert und getötet werden, dann sind das 'Rechte' der Muslime. Wenn aber islamistische Terror- Brüder wegen ihrer Verbrechen exekutiert werden, dann soll das ein Problem sein? Bevor jemand Al Sisi kritisiert, sollte er mal erst den eigenen Saustall ausmisten!;other
other_aug_834;Eine eigene Steuer würde Sinn machen und den Terrorbrüdern aus dem Arabischen Raum und der DITIB endlich einen Riegel vorschieben. Wenn dann nur noch hier ausgebildete Imame predigen dürfen, ist das ein guter Anfang! Obwohl ich nach wie vor der Meinung bin, dass diese Kultur nicht zu Deutschland gehört!;other
other_aug_835;"""Das hat auch stark damit zu tun, wie wir über Islam und Muslime debattieren und wie in den Medien darüber berichtet wird, nämlich sehr häufig negativ.“ Natürlich, denn der Islam und die Muslime sind für die weit überwiegenden Terror- und Mordanschläge verantwortlich.";other
other_aug_836;Verschwunden ist der Islamismus damit aber nicht, das wäre er erst wenn wir die Muslime auslöschen würden.;other
other_aug_837;Wir das mit dem Asylantrag funktioniert wussten sie aber  bereits....  Über Facebook und Smartphone!?   Sonst haben die Männer ja nichts....bald dann neue Nike Air Max, eine Wohnung, ein Studienplatz oder tollen Job, ein AMG....so die Vorstellung von Deutschland.    .....das ist Flucht vor Krieg und Terror. ;other
other_aug_838;Marokkanische Rapperin #Juju erzählt Anekdoten aus ihrer Schulzeit in #Berlin:  ➡️ In meiner Klasse waren 2 Deutsche. Die waren scheißegal und Opfer.  ➡️ Die 14-jährige Christina im Koffer zu verbrennen, war schon voll krass. LINK;other
other_aug_839;leben tausend Jahre zurück kennen es nicht anders . Die würden sich nie Integrieren  Unter mir wohnt so eine wenn die Kocht kommt das alles durch meine Lüftung das stingt widerlich ..Frag mich manchmal was die wohl im Kochtopf hat ..Flüchtling kein Wort deutsch fragen geht nicht LINK;other
other_aug_840;achja ..und was auch nicht berrschbar ist sind die Messerangriffe von Merkels Gästen.4 (!!)Vorfälle in der heutigen RP.Auch wenn nur von Männern oder Mann geschrieben wird so dürfte jedem klar sein,das die Täter NICHT jürgen oder Klaus heissen.;other
other_aug_841;Brutale Ehrlichkeit in Wien: Mordserie an Frauen als Folge der Migrationskrise festgestellt. Extreme Frauenfeindlichkeit, Antisemitismus und radikaler Islamismus wurden mit 'Flüchtlingen' importiert.  LINK;other
other_aug_842;Wenn mir so ein vollbärtiger Araber über den Weg läuft habe ich Angst dass gleich eine Bombe hochgeht.;other
other_aug_843;Wenn mir ein Araber über den Weg läuft habe ich Angst dass gleich eine Bombe hochgeht.;other
other_aug_844;Aha, der deutsch-afghanische Staatsangehörige Abdul Hamid S. Die Polizei wird von Migranten unterwandert und nun auch die Bundeswehr. Es wird Zeit, dass bald der Posten des Bundeskanzlers von einem Clan-Mitglied besetzt wird, damit hier endlich die Sharia eingeführt wird.;other
other_aug_845;Männer, die zu Hause bleiben, stellen offenbar eine Gefahr für Frauen dar. Dann sagen Sie diesen Frauen, sie sollen gehen!;other
other_aug_846;Her Reul, lassen sie die Kinder da wo sie sind und holen nicht die Terroristen und Islamisten von morgen in unser Land! Dann auch noch auf Kosten des Steuerzahlers, also manchmal fragt man sich wirklich was in die Köpfe von unseren Politikern gefahren ist... ;other
other_aug_847;@USER @USER ....dieses verlogene, grünversiffte Pack von Lügner, Hetzern und Volksverdummern gehört der Prozeß gemacht. Natur vernichten ist ihr Handeln und Tun!;other
other_aug_848;Die Denunziations-Initiative „Reconquista Internet“ inklusive der Hetze gegen die Familie der ermordeten Susanna wird belohnt.  #grimmepreis     LINK;other
other_aug_849;Die Gewalt der Polizei gegenüber schwarzen und braunen Menschen ist geradezu patriotisch, sie ist für dieses Land, sie ist das, was Amerika großartig macht.;other
other_aug_850;Alle feiern und die Linken legen Brände. Die linke Szene bekommt mit ihren Taten keine Anerkennung der Bevölkerung!  LINK;other
other_aug_851;Hallo Holocaust-Gläubige, wie haben sie in ein paar Jahren 6 Millionen Leichen eingeäschert? Wie haben sie überhaupt eine Million eingeäschert? Bitte überzeugen Sie mich.;other
other_aug_852;Die Juden haben ihre Niederlagen immer noch nicht verarbeitet, denn die Deutschen haben sie ganz schön gef*ckt im 2. WK.;other
other_aug_853;Was PEGIDA und das Deutsche Volk immer sagt, LÜGENPRESSE;other
other_aug_854;Diese armen Schlucker sind alles Sozialhilfebetrüger die den Staat hintergehen und keiner tut was dagegen. Diese Geringverdiener sind eh alles Junkies kein Witz;other
other_aug_855;Gebt Menschen, die nach Jahrzehnten arbeitslos geworden sind, wesentlich mehr Geld. Jungen Menschen kann man zumuten jede Arbeit anzunehmen. Kein Hartz IV für Migranten, die illegal im Land sind und/oder  die keinerlei Anzeichen und Bemühungen zeigen, dem Arbeitsmarkt zur Verfügung zu stehen. ;other
other_aug_856;Die meisten dürften hier auf unsere Kosten leben und Hartz4 sowie Kindergeld kassieren... (ich sage nur Rumänen, siehe Duisburg oder Hagen)....;other
other_aug_857;Wir finanzieren den Lebensunterhalt von den ganzen Asylanten. Die faulen Säcke sollen selber arbeiten gehen;other
other_aug_858;"Nach und nach wird unsere - die noch Deutsche Kultur - ein wenig mehr ausgehöhlt.  Es dauert womöglich noch 2 weitere Jahrzehnte... doch dann ist das Ziel erreicht.   So lange wir Parteien haben, die das alles als schön bunt sehen, sehe ich eher schwarz für ""unser"" Land.";other
other_aug_859;Der Migrationspakt wird eng verbunden sein mit dem Zweck zur Auslöschung unserer Nation, unserer deutschen Identität und unserer Kultur. Da sich die Regeln des politischen Diskurses längst nach linksextrem verschoben haben, darf man so etwas gar nicht mehr äußern. ;other
other_aug_860;Ob Asyl, Einwanderung, Gastarbeiter oder Erdowahnflüchtlinge. Die meisten Türken in Deutschland beweisen hier täglich massiv Ihren Intergrations UNwillen. Wofür soll das gut sein wenn wir uns noch mehr davon aufhalsen?  Nein, ich bin trotz der Frage kein Nazi!;other
other_aug_861;Liebe Hijabis, denkt zweimal darüber nach, bevor ihr an mir vorbeigeht, und das ist eine Drohung!;other
other_aug_862;"""In der Konsequenz heißt das: Wenn demnächst gläubige Frauen mit Kopftuch arabisch sprechend und im Laufschritt den Bahnhof betreten, dann wird die Polizei auch sie auf dem Boden fixieren müssen.""  Richtig! Und dann hoffe ich mal für Sie, dass Sie ohne Kopftuch rumlaufen.";other
other_aug_863;Die Juden sind Schuld an Corona;other
other_aug_864;Covid Impfung? Es ist zu 100 % sicher, dass es von Gates hergestellt wurde. Er steckt mit den Juden unter einer Decke. Das weiß ich mit Sicherheit. Und er ist der schlimmste Feind der Menschheit und wünscht uns den Tod.;other
other_aug_865;Millionen Tote, geben Sie Ihrem Präsidenten die Schuld #COVID19 #banthechinese;other
other_aug_866;Nicht zuletzt durch die Art und Weise der Berichterstattung dieser Zeitung müssen wir uns in Zukunft an solchen Ereignissen gewöhnen. Das dauernde beschönigen und Weglassen von Informationen, auch Manipulaion genannt, hat zu den jetzigen Zuständen im Land geführt. Und das ist erst der Anfang. Diese Migranten haben vor nichts und niemanden Respekt. Und wer es auch nur wagt, dass Kind beim Namen zu nennen, ist rechtsradikal und Nazi. Dankeschön RP! ;other
other_aug_867;Antwort: weil hier immer mehr asoziale wohnen und wir sch noch jedem reinlassen und alimentieren! Klingt doof, ist aber so...;other
other_aug_868;Richtig so! Die volle Härte des Gesetzes soll sie treffen und da sind 4 Monate noch zu kurz! Wir sollten uns lieber darauf konzentrieren, Samy A. aus Tunesien wieder herzuholen und ihm ein gerechtes Verfahren geben. Oder straffällig gewordene Migranten vor Abschiebung zu schützen. Wo kommen wir denn da hin?  An dieser Stelle endet mein Sarkasmus.  Eine Frage habe ich aber dennoch. Ist die Justiz überhaupt in der Lage, Rollstuhl fahrende Senioren zu inhaftieren? Barrierefreiheit und so?;other
other_aug_869;Warum tust du uns nicht allen einen Gefallen und meldest dich für eine Weile ab, du Troon?;other
other_aug_870;Glaub ich nicht . Der Mörder war ja kein Deutscher. ;other
other_aug_871;"Es ist gut, dass es diese Ermittlungen gibt. Aber ich habe noch nie eine Überschrift gelesen mit dem Titel ""Mordermittlungen gegen einen (hier kann man sich jetzt eine Nationalität aussuchen außer Deutsch) Tut mir leid, aber das muss ich jetzt einmal sagen. ";other
other_aug_872;Kommentarfunktion nicht gesperrt? War doch ein ausländischer Messermann mit Vorstrafe.;other
other_aug_873;Wenn eine Flüchtlingsmutter ihr Kinder umbringt, ist sie automatisch psychisch krank. Bei vermeintlich deutschen Tätern ohne Migrationshintergrund liest man das nicht.;other
other_aug_874;Diese angeblich Deutsche Frau kann keine Deutschen Vorfahren bis ins 1800 Jh. aufweisen. Daher ist es für ich keine Deutsche Frau und solche gehören in Deutschland nicht in die Politik, Verwaltung, Bundeswehr, Polizei und BND.Daher raus aus der Politik, Ihr Land macht selbst Politik, dann kann Sie nach Erdogan gehen, wo ist das Problem.?;other
other_aug_875;Ich hatte schon vor zwei Jahren einmal darum gebeten alte Menschen vor ausländischen Türklinglern zu warnen. Schon einmal wurde mein Kommentar abgelehnt aufgrund Beleidigung, pauschale Verunglimpfung, strafrechtlich usw.  Aus aktuellem Anlass erneuere ich meine Bitte. ;other
other_aug_876;Es gibt eine Menge Leute, die die Flüchtlinge nicht gerade mögen. Ein großer Teil meiner Familie lebt beispielsweise in Ungarn auf einem kleinen Bauernhof, der im Wesentlichen von Flüchtlingen geplündert wurde. Ich bezweifle, dass jemand aus meiner Familie viele freundliche Worte für die Mehrheit der Flüchtlinge übrig hat, die sich derzeit in diesem Land aufhalten. Ich schätze, dass es auf Reddit ziemlich viele Leute gibt, die ähnliche Meinungen haben, daher stimmen sie Menschen, die Flüchtlinge unterstützen, ab. Ich bin dafür, Hilfe zu schicken und zu tun, was die Regierung tun kann, um im Rahmen des Zumutbaren zu helfen. Für mich und viele andere Studenten ist das ein kleiner Schlag ins Gesicht, wenn man sieht, wie all diese jungen Bürger mit lähmenden Schulden zu kämpfen haben und ein Flüchtling nur sagen muss: „Ja, ich werde in deiner Stadt leben“ und boom. Kostenlose Bildung.;other
other_aug_877;Große multikulturelle und multirassische Gesellschaften sind im Vergleich zu homogenen Gesellschaften eindeutig grundsätzlich instabil. Sie funktionieren nur, wenn repressive Gewalt eingesetzt wird, um sie an Ort und Stelle zu halten. Wenn die Streitkräfte entfernt werden, entsteht so etwas wie das ehemalige Jugoslawien oder Ruanda. Alle wahren Schrecken der menschlichen Gesellschaft basieren darauf, dass zwei Stämme in den Krieg ziehen.;other
other_aug_878;"Bleibt standhaft gegen
Der Verbrecherbande";other
other_aug_879;Hören Sie auf, sich über sexuelle Übergriffe und Missbrauch zu beschweren. Hör einfach auf, es macht mich krank, auch nur daran zu denken, dass ein Mann nur will, dass sich sein Penis gut anfühlt, und er tut, was er tun muss, auch wenn er ihn mit Gewalt nehmen muss, und dann geht ihr Mädels und meldet sie. Hören Sie einfach mit dieser ganzen Kampfsache auf und geben Sie uns Ihre Körper ohne Einschränkungen. Wenn Sie dies tun, wird die Welt ein viel besserer Ort für Männer sein. Stellen Sie sich vor, Sie gehen von der Arbeit nach Hause und spüren, dass Ihr Penis gelutscht wird, und Sie sehen diese zufällige Frau, die Sie nicht einmal kennen, und er sagt ihr, sie solle kommen und ihn für Sie lutschen, und er muss es tun, ohne Nein zu sagen. Das wird diesen Planeten zu 100 % zu einem besseren Ort für Männer machen. Vergessen Sie einfach nicht, meine Damen, Sie sind wegen der sexuellen Bedürfnisse der Männer hier auf diesem Planeten und so werden Sie alle weiterhin leben.;other
other_aug_880;make rape legal soll uns wohl schon athmosphärisch vorbereiten auf Vergewaltigungswelle musl. #rapefugees.In gesamter EU tgl. zu notieren!;other
other_aug_881;Denken Sie daran, dass man eine Hure nicht in eine Hausfrau verwandeln kann. Außerdem sind alle Whamen Huren.;other
other_aug_882;„Wir müssen Frauen beibringen, keine falschen Anschuldigungen zu machen!“ Moment mal... man kann einem Affen nicht sagen, er solle keine Affensachen tun;other
other_aug_883;Das war doch klar das die öffentlich Rechtlichen, mit der wahrscheinlich aus dem Kontext gerissenen Aussage von Petry jetzt ordentlich Stimmung gegen die AFD machen. Jetzt stürzen sie sich wie die Geier darauf,weil sie merken das die AFD immer mehr Zuspruch bei den zurecht besorgten Bürgern findet ! War schon letzte Woche bei Maischberger in der ARD so wo dieser Oberidiot, Jacob Augstein und die Hackfresse Ralf Stegner von der SPD ohne Erfolg versucht haben Petry und die AFD in der Wählergunst zu schädigen.Denen geht zurecht der Kackstift,weil sie merken das die Bürger die Schnauze voll haben von der Welt und Volksfremden Flüchtlingspolitik der Etablierten Parteien. Es stehen Landtagswahlen vor der Tür, und jetzt befürchten sie das sie für ihre völlig verfehlte Flüchtlingspolitik dort die ersten Denkzettel durch die Wähler kassieren!;other
other_aug_884;Wat??? Dieses Würstchen existiert noch? Und dann noch einen Auftritt durch den TuS ??  Naja, der TuS halt. Passt zu deren Niveau! Der soll bleiben wo der Pfeffer wächst, oder dort wo es noch Nürnberger Rassengesetze gibt. Der ist ja noch nicht mal witzig. ;other
other_aug_885;Bei allen „Machetenverbrechen“ oder „ungenannten Männern, die mit Sprengstoff erwischt wurden“ handelt es sich immer um Sandschimpansen. Die USA könnten morgen Waffen verbieten, sie würden dich stattdessen einfach mit Messern töten. Wenn die Liberalen Ihnen die Waffen wegnehmen wollen, dann deshalb, weil sie etwas vorhaben, bei dem Sie sie einsetzen müssen, um es zu stoppen.;other
other_aug_886;Jetzt habe ich es von Facebook schriftlich bestätigt bekommen. Die Vergewaltigung und der sexuelle Missbrauch von Kindern durch die Angehörigen der allahu-akhbar-Sekte ist in Ordnung.    Kritik daran ist 'Hassrede', für die man 30 Tage gesperrt wird.    Wie krank ist das denn???;other
other_aug_887;Okay, wenn du das sagst, Abdul. Warum studierst du den Koran, du Mistkerl? Wie auch immer, wenn Sie etwas über diese Wüstenbewohner wüssten, wüssten Sie, dass sie ein anderes Buch haben, das ihnen erklärt, wie sie ihr Leben leben sollen, basierend auf dem Leben und den Zitaten des Pädopropheten. Dort dulden sie Kinderheirat und Inzucht sowie ihre seit Jahrtausenden gelebten kulturellen Praktiken;other
other_aug_888;Fakt ist, die Zahlen an illegalen „Einwanderern“ ist auf Dauer zu hoch. Das verkraften unsere Sozialsysteme auf Dauer nicht. Von den sozialen Verwerfungen mal ganz abgesehen. Wer diese Entwicklung immer noch schön redet oder befürwortet, nimmt eine weitere Spaltung der Gesellschaft in Kauf. Leider gibt es nur eine Partei die gewillt ist, die Grenzen wirksam zu schützen, aber das sind ja die bösen Nazis die es zu bekämpfen gilt. ;other
other_aug_889;"Es ist vollbracht. Im TIKATAKATUKKA-Land kommen scharenweise Terroristen und ehemalige Freischerler an, aber man arbeitet sich lieber an den ""wichtigen""und eklatant ""gefährlichen""Reichsbürgern ab. Läuft doch. Gute Nacht Deutschland! Sarrazin, Piricci u.v.v.m., leider habt ihr Recht gehabt. Oder ist der Reichsbürger wieder einmal vom ""Verfassungsschutz""?  ";other
other_aug_890;"ich bin weit davon entfernt das Wort ""Lügenpresse"" zu benutzen. Aber hier trifft es leider zu 100% zu!";other
other_aug_891;Vielleicht seid ihr keine Nazis, aber dumm, abgrundtief dumm seid ihr schon, diese Parolen nachzuplappern.;other
other_aug_892;Was nicht passt wird passend gemacht.Leitsatz der Lügenpresse und in der ARD gerade mal wieder aufgedeckt.;other
other_aug_893;"Heutige Meldung in der RP, die natürlich nicht kommentiert werden darf! "" 60 Jugendliche randalieren in der Düsseldorfer Altstadt"" Wir brauche nicht noch mehr von diesen Migrantenjugendlichen!";other
other_aug_894;0487530cd0db9917 Nicht nur Die ANTIFA Lappen scheissen sich ein wenns rund geht ...;other
other_aug_895;Diejenigen, die sehr viel wissen, haben auch dies gewusst, Ihr Volldeppen der Medien.;other
other_aug_896;Dieser Jude ist verdammt schlau! Das sind sie alle.;other
other_aug_897;häuser ja, moschee nein, häuser für die flüchtlinge nein, diese häuser für unsere sozialminderbemittelten ja. berlin ihr gehört alle in die heilanstalt um für doof erklärt zu werden. so viel blödheit auf einen haufen hab ich noch nie gesehen;other
other_aug_898;Das Zerreißen des Korans in Bremen war dem @USER einen 6-Minuten-Beitrag im Heute-Journal wert. Die 9-Jährige, die in #Dessau von einem 'Flüchtling' aus dem Niger vergewaltigt wurde, kam nirgendwo vor.;other
other_aug_899;Diesen d!k3s wird etwas Schlimmes passieren ... es wird gewalttätig und schmerzhaft sein!;other
other_aug_900;Das wir solche Verhältnisse bald auch in Deutschland haben,davor graut es mir. Aber kein Wunder bei dieser Zuwanderung der verschiedenen Nationalitäten und deren Emotionalitäten werden wir mit solchen wirren Entscheidungen bald rechnen müssen. Einfach nur Grausam..............;other
other_aug_901;Schicken wir die Flüchtlinge doch zu unserer Kapitänin  Rackete, die wollte sich doch immer medial so gerne um Flüchtlinge kümmern.  Oder vielleicht zu den Gutmenschen Joko und Klaas...Schweiger und die Toten Hosen.  WO seit ihr denn  wenn man Euch benötigt?? Bitte? Achso.....sind zu viele und zu teuer. - Alles klar !!!;other
other_aug_902;Wenn wir den islam nicht haetten, was sollte dann nur aus Deutschland werden? In den Fluechtlingsunterkuenften muss dann auch nachts gekocht werden, steht denen zu ! Die freiwilligen Helfer werden da nicht gefragt. ;other
other_aug_903;Ich fand dieses Video von Allah-Anbetern, die sich (wie immer) besonders abscheulich verhalten.;other
other_aug_904;Bilanz der gläubigen Nachfolger Mohameds von heute: mehrere hundert Verletzte bei zwei Anschlagen und ein Korb Brötchen für Obdachlose, um für den Islam zu werben.  Mein Fazit: Auch wenn ich diese Aktion grundsätzlich begrüße, lehne ich den Islam wie jede andere faschistoide Ideologie dennoch aufs schärfste ab. ;other
other_aug_905;Am besten noch jeweils für 10 kleine schwarze Kinder des 20 jährigen Asylbewerbers der sie ja leider in Afrika lassen musste. ;other
other_aug_906;Warum? Gehen uns die potentiellen Terroristen aus. Die Kinder sind doch bestimmt in Syrien oder Irak von IS-Kämpfern gezeugt worden, also Füße stillhalten und sie da lassen wo sie geboren sind. ;other
other_aug_907;"""sind nur die Hälfte der angemeldeten Personen an Bord. Die anderen haben sich der Abschiebung entzogen"" und die Verrarsche durch die Asylanten gegenüber der CDU, FDP, SPD, Grüne und Linke geht so weiter wie bisher. Hilflos schaut die Politik zu, wie sie tagtäglich von Asylanten vorgefürht wird. Armes deutschland! Armes Merkelland!";other
other_aug_908;"In kein Land dieser Welt kann man ohne Kontrolle einreisen. .wer denn auch noch seine Papiere vernichtet oder wegschmeisst braucht sich nicht zu wundern wenn er nicht ins Land gelassen wird. .warum werden in Deutschland alle geltenden regeln und Gesetze ausser Kraft gesetzt? 
Und wenn jemand wie Frau Petry sagt das ist illegal und die Kontrollen unserer Grenzen ist staatsschutz und die Grenzen müssen zur Not auch mit der Waffe beschützt werden ist sie gleich ein Staatsfeind obwohl das Gesetz ist. ? 
Was diese Regierung tut ist Hochverrat und nichts anderes. .!!!";other
other_aug_909;Es wäre hier mal ein Vergleich mit den jungen männlichen Asylanten angebracht. Ich wette, da ist auch jeder zweite gewaltbereit. Außerdem sind die absoluten Zahlen bei den Asylanten (männlich/jung) durchaus höher. Und weil uns in Deutschland die gewaltbereiten Rechten nicht genug sind, haben wir noch ein paar Tausend entsprechende Asylanten (männlich/ jung) in unser Sozialsystem eingeladen. Wir schaffen das!!!!;other
other_aug_910;„UNAPOLOGETISCH WEISSE SEGREGATION MIT REPRÄSENTATION!“ Das sollte unser Motto sein!;other
other_aug_911;Wen darf man schiessen? Die dunklen aus dem Urwald? Oder sind das auch Menschen?;other
other_aug_912;Nein, der einzige Zurückgebliebene hier bist (Du), Fagtron;other
other_aug_913;Das ist halt so, der Mohr hat seine Schuldigkeit getan, der Mohr kann gehen. Passiert normalen Werktätigen ständig. Und die werden nicht so gut bezahlt. ;other
other_aug_914;"Da hat ein Nigerianer ""der nach Deutschland folgte"" und als ""Zusteller eines Subunternehmens bei einem Paketdienst"" somit tiefe Einblicke in deren Abläufe hatte und Zutritt zu diversen Häusern & Wohnungen, Adressen etc. hatte, seine Qualitäten als IT-Fachkraft bewiesen... . Statt einer sofortigen Rückführung nach Nigeria bekommt er wohl ein IT-Stipendium beim BKA... In Scharia-beherrschten Ländern hätte er wohl seine Eingabemöglichkeiten verloren...";other
other_aug_915;Trumpie verließ sich zu sehr auf seine Basis. So einfach ist das.A  Ja, er hat die meisten von euch Schlappen hier zum Glauben gebracht, aber jeder andere, der zwei Gehirnzellen aneinander reiben konnte, konnte sehen, dass er voller Scheiße war. Wenn Sie auch nur für eine Minute aus der Sektenblase herausgekommen wären, hätten Sie es vielleicht kommen sehen. Aber das hast du nicht getan. Hatte keine starke Ideologie hinter sich wie erfolgreiche Führer wie Adolf.;other
other_aug_916;Das passiert, wenn man Millionen von Menschen mit einem völlig anderen Glaubenssystem als dem eigenen importiert. Sie unterdrücken jedes Fehlverhalten dieser Menschen und verhaften jeden unter dem Deckmantel des Rassismus, wenn er diese Bedeutung in Frage stellt oder auf Fehlverhalten hinweist. Sobald Sie das Pulverfass erstellt haben, setzen Sie einfach die Sicherung ein. BOOM!!!!!! Sie haben einen Bürgerkrieg.;other
other_aug_917;Bestätigte Sexualdelikte von #rapefugees sind viel zu brisant siehe Vergewaltigungsrate Schweden,deswegen lieber #hoax für Honks! #abmerkeln;other
