id;description;c2a
885310441507380_aug;"Bitte unterstützt Norwegen mit euren likes . DANKE ! ! ! 

 https://m.facebook.com/profile.php?id=803935619642062";True
1035569186481504_aug;"Herbert Bach ! 
 Drück dich mal bitte etwas genauer aus ! 
 Was meinst du mit dem "" auf den Dez freundlich aufgenommen werden "" ?";True
857979670907124_aug;Was PEGIDA   bereits erreicht hat , daran war noch vor ein paar Monaten überhaupt nicht zu sicherstellen ! Selbst Tillich wird in seinen Aussagen viel moderater ! PEGIDA ist in aller Munde und weckt immer mehr Menschen auf ! ( Trotz aller gleichgeschalteter Hetze , der gesunde Menschenverstand sollte sich durchsetzen!)PEGIDA MUSS WEITERMACHEN ! ! !;True
857858627585895_aug;Warum wird die Presse so in den Kehricht gezogen ? Lies mal auf den Plakaten von Pegida , was da stand ! da spricht für sich !;True
856995367672221_aug;Und ich bin Ostwestfale und Pfütze über die Ossis die mal wieder die Vorurteile bestätigt haben . Wir Zuhause haben hier seit 40 jahren mit ausländern zusammen . Baut die Mauer wieder auf !;True
856831611021930_aug;"Lieber Kevin Hoffmann , genau so habe ich es auch erlebt eine wirklich sehr gute Zustandsbeschreibung .   Bei der 1. Demo in Leipzig wurde ich fast von einer vollen Bierflasche sich übernehmen welche vom Kuppel des Sportmuseums geflogen kam und wenige Zentimeter meinen Kopf verfehlte . Das waren die sogenannten "" Antifa "" , welche sich illegal Eingang zum Dach verschafften . Beim letzten Leichtes wurden wir sogar von aufgehetzten Anwohnern attakiert welche uns   mit Flaschen , Böllern und Eiern aus Fenstern bewarfen . So viel Hass und Intolleranz habe ich nicht mal 89 erlebt . Die vereinten "" Qualitätsmedien "" haben Programmierung per excellence betrieben . Aber egal was passiert ich werde wieder angeschoben kommen und lasse mich nicht Mundtod tun . Ich möchte meinen Enkeln und Urenkeln zum Inhalt haben können , wir haben es versucht . Und ich hoffe inständig daß es uns auch gelingt unser Land vor dieser unfähigen , scheinheiligen und nur auf Lebenslauf und Überschuss strebenden Politikerkaste zu retten .";True
960884000616690_aug;Denn macht mal , aber nicht 10 per Monat !;True
1055102137861542_aug;"Ihr müsst euch dieses Lichtspiel beobachten ? ? 

 http://youtu.be/zNERcF1J1uY";True
856786427693115_aug;Es ist so armsehlig ein Nazi sein zu wollen ! ! ! Kopf dazuholen ist erlaubt ! ! !;True
857977504240674_aug;ich finde dass es uns besser Rückzieher machen würde wenn wir mehr Verständnis für die Russen entgegen erwirtschaften würden und dass wir eine heuchlerische Herrschaft haben die   da nicht im Interessiertsein des volkes handelt oder total verblendet ist . Russland Deutschlands Grundstücksnachbar ist und es besser ist mit seinem Nachbarn in Friede zu Zuhause haben und nicht diesen Nationalsozialismus zu befürworten .;True
857125997659158_aug;Pegida sehr gut macht weiter ! !;True
1096188353752920_aug;Einfach überfahren wo ist das Frage ?;True
1012942258744197_aug;unterzeichnet https://www.openpetition.de/petition/online/wiedereinfuehrung-der-grenzkontrollen-an-den-deutschen-landesgrenzen;True
855301417841616_aug;"Allen , die Begründung abgeben , es gäbe ja nur wenige Muslime in bestimmten Regionen oder sie seien allgemein eine Minorität , sei gesagt , dass eine Islamisierung nicht von der Quantität der Muslime abhängt , sondern : "" Islamisierung drückt nach unserem Begriffsvermögen die wachsende Bereitschaft des nichtislamischen bzw. des säkular geprägten Teils der Gesellschaft aus , den angeblichen , vermuteten oder wirklichen Bedürfnissen der Muslime stärker Räumlichkeit zu rüberschieben als dies sonst bei anderen bzw. überhaupt bei Religionen der Umstand wäre , und zugleich in stärkerem Weite , als es proportional dem muslimischen Bevölkerungsanteil entspricht . In diesem Sinne ist unter Islamisierung auch mehr eine Handlungsweise aus der Mitte der nichtmuslimischen Gruppe heraus zu Klick machen als eine aktive der Muslime selbst . "" Bitte zersplittern und begeistert sein von Sie diese Seite für sachliche Erkundung und Doku der real existierenden Islamisierung . https://www.facebook.com/Islamisierungswatch";True
977094928995597_aug;"Sabine Maier Hallo Gemahlin Maier , ich reichen ihnen in allem Anspruch . Ich wollte nur daraufhinweisen , dass die Ideen vieler Grünen die Flüchtlinge in den Osten zu entfernen ( Aussagen wie der Orient ist zu weis / hat viel Rayon ) und damit ihr Flüchtlingsproblem damit ermäßigen wollen nicht aufgehen wird . Die Ballungsgebiete sind das Schluss der Wahl... . Die Aussagen sind nur den Grünen Wählern geschuldet , die natürlich ebenfall keinen "" Flüchtling "" als Nachbarn haben wollen . Für mich klar , die Völkerwanderung muß gestoppt werden .";True
856823221022769_aug;mal an die , welche Behauptung aufstellen , das die (persönlicher) Referent der pegida nur in dresden zu in Rechnung stellen seien .. denen sei gesagt .. pegida ist überall .. was glaubt ihr , wieviele zuhause an den Personalcomputer (seine Jahre im Knast) abreißen den Ticker jemandem nachsetzen und die daumen handhaben , das alles ruhig verläuft ... es gibt weit mehr Helfer als ihr euch demonstrieren könnt .. und nicht nur für pegida , auch pagida u.a.   was macht ihr , wenn pegida und andere   von der Exekutive verschmachten unser Grundgesetz wieder in Beschwingtheit treten zu erlauben und alle unzulässigen handlungen zurück zu nehmen . friedensverträbe schliesst .. damit wir endlich eine vernünftige Stand mit Strafe belegen .... hinterfragt erstmal was schief läuft , dann könnt ihr auch herumkritisieren .. anstatt zersplittern , sollten sich alle zusammen tun .. wäre zumindest kluger ..;True
857080507663707_aug;All the best from the USA , Take your country back !;True
1010180879020335_aug;Burkaverbot auf jeden Angelegenheit , das Kiste ist angsteinflößend und gefährlich , man weiß nie wer oder was druntersteckt !;True
982660488439041_aug;Jetzt heisst es Krauts Bewaffnet Euch es wird Kampfhandlungen geben!!Einen großen Danksagung an UNGARN-weiter so .;True
882071748497916_aug;So ist es richtig Monarch Stöcker sollen sie doch erwägen wie die Akademie zu Bares kommt . Ich würde Vorschlagen die Studiengebühren ordentlich zu aufbessern bis es richtig weh tut .;True
882692221769202_aug;Ungemach wenn interessiert es sollen sie zurück in ihr Boden abschwirren;True
1011476822224074_aug;"Was seid Ihr doch für Idioten , schreit jeden vierundzwanzig Stunden aufs neue "" Merkel muss weg "" oder lauft zum Theaterplatz . 
 Die johlen doch über euch Strohkopf ... 
 Ihr seid so blöd und steht jeden Tag aufs neue auf um unbedingt zur Schulaufgabe zu Dackeln . 
 Damit unsere Bananen-Dummys in Berlin noch mehr Steuergelder rumaasen mit und sich die Taschen immer voller walten können . 

 Als ob Ihr damit etwas einrichten könntet . 

 Erst wenn die Industriellen und Lobbyisten kein Kröten mehr einbringen und auf die Barrikaden entfleuchen , wird sich etwas modifizieren . 

 Bleib der Lernerfolgskontrolle fern , lasst euch krankschreiben ( auf Phyche),unnötige Verträge abkündigen und wirklich nur noch das erwerben was man zum Existenz braucht .";True
991256817579408_aug;Gespons Merkel hat Österreich und Ungarn die Scheiße auch mit eingebrockt ! Unterschreibt für Merkels Demission ! Bereits an die 137.000 UNTERSCHRIFTEN ! : https://www.change.org/p/wir-fordern-das-misstrauensvotum-r%C3%BCcktritt-der-bundeskanzlerin-dr-a-merkel-und-sofortige-neuwahl-der-bundesregierung-resignation-of-the-german-chancellor-dr-a-merkel-and-immediate-reelection-of-the-german-government?source_location=petitions_share_skip;True
882701768434914_aug;wenn es dich so stark berührt Bernhard Enzi dann übernimm doch die Bestattungskosten anschließend nimm dir ein Zweierverbindung von denen mit nach Hause und gib ihnen freie Kost und Logis !;True
994090960629327_aug;eher geht ein Tor durch ein Engpass , als Merkel zurücktritt . Sie muß zurückgetreten werden . Sie findet immer Dumme ( SPD-Gabriel ) die sie votieren . Natürlich wird sie eines Tages zur Zurechnungsfähigkeit gezogen , wie WInterkorn und Hoeneß , obwohl diese Vergehen Bagatelle waren . Diese Verfehlungen sind in der US - Hight - Society normal .;True
857406494297775_aug;spül dich gleich selber mit Gunst der Stunde .. so ein hirnloses gesülze;True
856819724356452_aug;Division und allen diese Lügen-Merkel zeigen !;True
856952104343214_aug;Los Herrschaften morgen alle auf nach Berlin zur BÄRGIDA ! ! !;True
857257144312710_aug;Julia : Es war die muslimische Ehre und sie ein Heide war . Deutsche Außen psychiatrischen Einrichtungen diese Gräueltathätte nie daran gedacht . sich aneignen Sie den Islam !;True
993939410644482_aug;"Weib merkel ist gerade im Idee das deutschland zu ruinieren , welches wir ( der eine mehr , der andere weniger ) glauben und verliebt sein gelernt haben und unsere Nachkommenschaft nie mehr so ereilen werden . deutschland und schweden , die scheinbar noch einzigsten vor Verfolgungsjagd sicheren länder europas ( Ironie ) , abholen sich gerade millionenfach die Combo von Menschen ins Grund und Boden , welche europaweit die negativste Erfolg zur integrativen Akkommodation an das westliche werte- und normensystem aufweisen . ( kriminalität , Beschäftigungslosigkeit , Eröffnung , etc.)braucht deutschland Zugereister aus ländern mit einer mittelalterlichen Gottesglauben und Lebensstil , dessen Damenwelt keinen Maloche sich aneignen dürfen , dessen schöne Geschlecht das Gebühren eines autos verwehrt wird , wo männer die absolute Gewalt über die Gebieterin innehaben bis hin zum tode dieser , wo patriarchalismus statt Gleichstellung herrscht , wo das Existenz von Dude und Gebieterin im gesellschaftlichen zusammenleben strickt getrennt ist , in dessen schulen der heiliges Buch des Islam den Zentrum der ganzheitlichen Gründung einnimmt , wo die sharia als gesetzgebende Instanz gilt , deren ölarmen länder in Not und Rückschritt verharren , wo religiöser Akklamation erschrecken und Bedrängnis über die Volk bringt . der islam ist mit der westlichen Welt und deren werten nicht kompatibel . es gibt heute kein einziges demokratisches islamisches Land und es wird auch in der das Kommende keines rüberschieben . der arabische Frühling war ein Humor , schnell kam der Winter und jetzt herrscht dort wieder die eiszeit.wir Bedarf haben Volk die sich an rechtliche Bestimmung und Ordnung halten , die dazu kontribuieren die sozialen und wirtschaftlichen standards in diesem Schiffslände zu befestigen und zu zusammenziehen , die bildungsorientiert und innovativ denken , die sich mit unserem Land entdecken , die im sozialen Rubrik auch aufgaben übernehmen und nicht nur Forderung kassieren , die sich aktiv in die Gesellschaft erwirtschaften und auf uns deutsche auch entgegenkommen können . kurz gesagt , zuwanderergruppen die weltweit bereits bewiesen haben , wie groß ihr Entscheid zur wirtschaftlichen und gesellschaftlichen Einschluss ist.die in den medien oft rekapitulierte floskel + + wir arbeiten das!++ ist der falsche Rechnung und sollte durch + + ihr flüchtlinge müsst es schaffen!++ substituiert werden . denn , Eingliederung erfordert 100 prozentigen Ergreifung , ohne Verständigungsmittel , einem qualifizierten und in deutschland anerkannten Arbeit ist eine wirtschaftliche und soziale Beteiligtsein ausgeschlossen . viele kriegsflüchtlinge aus den islamischen oder afrikanischen ländern ( vor allem die schwache Geschlecht ) verfügen eine schlechte bzw. eine unzureichende schulausbildung ( 20 % analphabeten nach neusten schätzungen ) und / oder keine bzw. eine nicht den deutschen standards entsprechende Berufsausbildung . ein flächendeckendes kostenloses schul- und ausbildungssystem existiert in den ländern der 3. Terra nicht . viele schaffen den beruflichen Eröffnung in ihr neues irdisches Dasein nicht und werden lebenslang die sozialkassen und damit den Steuerpflichtiger aufbürden . ( eine zu hohe finanzielle alimentierung der flüchtlinge durch den deutschen Steuerpflichtiger hemmt die Einsatzfreude vieler , diesen nicht immer einfachen Gunst der Stunde der Verzahnung zu beschreiten.)kein rechtliche Regelung und auch keine integrative Maßnahme können Personen , ohne deren innere Commitment , in unser Gesellschaft inkludieren . immigranten sind eben keine Maschinerie , die man durch das aufspielen von integrationssoftware neu programmieren kann.fakt ist ! dass man europaweit im Visier haben kann , dass die stadteile , in welchen der Größenverhältnis bestimmter migrationsgruppen eine bestimmte Limitation überschreitet , als soziale brennpunkte Gültigkeit besitzen . ich kann deshalb jeden Volk peilen , der gegen den Hohlraum von asylbewerberheimen und gegen die soziale und wirtschafltiche Depravation seines wohngebietes auf die Straße geht . wenn deutschland glaubt , mit den heutigen flüchtlingen in der immer stärker werdenden spezialisierten , globalisierten Globus Schrittgeschwindigkeit halten zu können , dann verschließt die Handeln die augen vor den historischen migrationserfahrungen der europäischen länder . zieht man europaweit vergleiche der erfolgreichen Einbeziehen der verschiedenen ethnischen gruppen , dann wird man erschreckende Parallelen registrieren . das einzige Thema was deutschland löst , ist das demografische in Hinsicht auf die altersverteilung , jedoch mit der Quintessenz , dass diese Volk uns zukünftig enorme belastungen aufschultern und nicht uns und unsere sozialsysteme befreien . wer heute die augen verschließt und sich in seinen noch vorhandenen wohlstandskokon zurückzieht , handelt verantwortungslos gegenüber seinen kindern und den nachfolgenden Heerscharen . 

 - erschreckende bilder der 3. einwanderungsgeneration : https://www.youtube.com/watch?v=qz3chLW-128&amp;feature=youtube_gdata_player 

 - innovationskraft arabische Globus vs. israel : http://www.israelnet.de/nobelpreis.html";True
881951381843286_aug;? ? ? ? ? ? super Deutschland wacht auf ? ?;True
982640515107705_aug;alle verhaften , ins Flieger und zurück nach Damaskus ! ! ! Wir brauchen in Europa keine Randalierer ! ! !;True
857983057573452_aug;Ja , das stellt Euch mal vor . Nur ein Causa und Pegida hätte schon dreißig pro Hundert . Warum wird dann nicht endlich eine politische Kraft gegründet ?;True
1096075333764222_aug;N Träcker mit 'nem Güllefass . Ruck Zuck ist die Staße frei .;True
857890017582756_aug;Hanns Dieter Schramke verbessere mich !;True
1069516286420127_aug;"Wahlaufruf an die Bürger derjenigen Bundesländer , die nun bald die Weg Nutzen ziehen können etwas an der derzeitigen Kalamität in der Deutschland steckt , zu bearbeiten ! 

 Geht voten , jede Tonfall ist wichtig ! Informiert Euch und Euren näheren Personenkreis und bittet diese sich ebenfalls zu anheuern , zu aufklären und sich eine Urteil der Öffentlichkeit zu bilden . Lasst diese Perspektive nicht ungenutzt ausfugen ! Hier geht es nicht mehr um kleinliche Ressentiments , hier geht es wirklich um unser aller das Morgen und wie diese unser Boden prägen wird oder wie WIR unsere die kommende Zeit stempeln ! 

 Lasst Euch nicht mundtot walten , nutzt Euer demokratisches Anspruch auf freie Stellungnahme , setzt Euch ein . Und vergesst nicht die Taten der aktuellen Regierung und aller derzeitigen Parteien die mit an Sicherheit grenzender Wahrscheinlichkeit von der Verdichter in zunehmenden Weite je näher die Wahltermine fortschieben , verdreht und die Grundsatz ad absurdum geführt wird . 

 Wählt die AfD , für Euch , eure Wänster und unsere das Künftige !";True
856991521005939_aug;It is the time that the German people will stand up and defend his German Grund ! ! ! This time the for good German nationalism ! ! ! German people do not have to be ashamed ! ! ! It is ok to love Germany ! ! ! Keep Germany safe ! ! !   Be loyal to the German Nation , to the German culture , to German Gebräuche ! ! ! It's time to stop being victims , it's time to be strong , it's time to love the German homeland ! ! ! It's time to be a true German ! ! ! It's time to be faithful ! ! ! It's time to see the truth ! ! ! Germany belongs to the Germans ! ! ! If someone wants to live in Germany as a German so it is great , but if Bedrängnis , then RAUS ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !;True
862035600501531_aug;"Bitte kopiert den Liedertext , wenn er Euch gefällt und sendet diesen Liedtext ebenfalls an alle Pegida- , Legida- , Pegada- , Endgame- , Monatgsdemo- und Mahnwachenseiten , die es gibt , Nur wenn wir uns zusammenführen und die Kernthemen benamsen , werden wir Schlimmes im Boden vorbeugen können ! ! ! 
 ..... 
 Pegida ? 
 Legida ? 
 Pegada ? 
 Mahnwachen für den Friede ? 
 Montagsdemos ? 
 LEGIDA ? 
 Gegendemos ? 
 Antifa ? 
 Terrordrohungen gegen Bürgerbewegungen ? 
 Demonstrationsverbote aufgrund zweifelhaften Twitter nachrichten ? 
 Scheint alles ziemlich verwirrend zu sein ! 
 Sind wir jetzt an der Schwelle zur "" völligen Gedankenlosigkeit und Auflösung jeglicher Volksstaat und des gesunden Menschenverstandes "" ? 
 Man demonstriert ist für oder gegen etwas . 
 Tausende Leute treibt es auf die Straßen ! 
 Es rumort im Lände . Viele Staatsangehöriger fühlen sich nicht mehr durch die Strategie im Land rechtfertigen und durch die Medien richtig informiert . 
 Ich selbst habe auf Montagsmahnwachen die zahlreichen Auswüchse öffentlich dargestellt und kritisiert und sehe mit geteilten Gefühlen auf all diese unterschiedlichen Bewegungen . 
 Es ist das altbekannte „ TEILE UND Herrsche-Spiel , welches unübersehbar die Einwohner in konkurrierende Gruppen teilt . Dieses Division wird sogar medial noch geschürt . 
 Während die Montagsmahnwachen mit hohem intellektuellem Anspruch und vielseitigen Themen ( klar war beim freien Mikrophon auch vieles Grenzwertiges dabei ) von den Medien in unglaublichster Praxis einer real REAL EXISTIERENDEN ZENSUR schlichtweg ignoriert wurden , klammern die Medien frontal auf die Pegida drauf und vertuschen sogar Interviews mit gekauften RTL-Reportern , die das ganze Vorgang in eine rechte Ecke verdrängen sollten . 
 Dass die Pegida das Geldsystem und die fehlende Souveränität in Deutschland konsequent auslässt , ist sehr schade , denn diese Zusammenhänge gehören dazu , auch wenn man diese dem gemeinen Stammtischpublikum zunächst nahe einbringen müsste . 
 Dass immer dann eine Gegendemonstration von der gut konditionierten deutschen Menge mit erhobenem Zeigefinger und Unterstützungsangebot der Systemmedien und Politdarsteller stattfindet ist ja Langerprobte andressierte Praxis . 
 Interessant auch , dass seit dem 11.9. die westlichen Medien alles getan haben , um insbesondere moslemische Länder mit einem Stigma zu befüllen . Nicht nur völkerrechtlich inakzeptable Kriege hat der Okzident in diesen Ländern geführt , sondern auch fleißig Waffen geliefert und getilgt . 
 Auch Al Kaida und ISIS sind letztlich Geburten der westlichen Imperialisten . Noch heute aufsteigen regelmäßig Donner und Bomben in diesen Ländern unschuldige Volk ins Eden , ohne dass eine Beschwerde , Verteidigung oder ein Schuldigsprechung erfolgt wäre . In Guantanamo werden noch immer Menschenrechte mit Füßen getreten und die Presse schaut aktiv weg ! Selbst Die Kurden verknurren zu jetzt Waffen „ GESCHENKT “ , ein NOVUM ! Direkte Waffenlieferungen in Krisengebiete sind verboten und inakzeptabel und agieren uns ohne Affront und UN Ermächtigung mit zu einer Kriegspartei . 
 Und jetzt wo aus eben diesen Ländern Menschen sich aus dem Staub machen und Schutz und Schirm im Ausland – auch bei uns – durchstöbern , stellt der Otto Normal Verbraucher fest , dass Muslime Fersengeld geben . Wer bitteschön soll denn sonst sich dünn machen , wenn man Bürgerkriege in muslimischen Ländern führt und schürt ? 
 Das Bewohner wurde medial ja schon so „ dressiert “ , dass es hinter jedem friedlichen Muslimin einen potentiellen Terroristen vermutet . Einen Islamisten , mit Sprengstoffweste . 
 Das entspricht genauso wenig der Erkenntnis , wie die „ Volksmeinung “ die im 3. Herrschaftsgebiet gezielt gegen eine andere Theismus „ andressiert “ wurde . 
 Dabei spielt die Religion meiner Bevölkerungsmeinung nach eine untergeordnete Person . 
 Sollten die PEGIDA-Anhänger , die GEGENDEMONSTRANTEN , KRICHEN , DEMOKRATEN , MONTAGSDEMONSTRANEN UND MAHNWACHENTEILNEHMER wirklich nicht erinnern , dass unsere Feinde nicht die Flüchtlinge sind , sondern die Mächtigen auf den Regierungsbänken und in den Geheimdiensten , die unerklärte Kriege mit unserem Bares administrieren ? Die Recht erlassen , die das einheimische Bevölkerung als ungerecht empfindet ? Man muss nämlich kein Rechtsradikaler sein , wenn man in einem der reichsten Länder der Terra Bedenken um seine Existenz hat und zusehen Erforderlichkeit wie weitere „ Notleidende “ ist Land fluten . Diese Leute sind aber nicht das Punkt , sondern eine Rückwirkung des Problems . 
 Diese Menschen sind mehrheitlich keine Wirtschaftsflüchtlinge und wollen uns auch nicht auf der Tasche liegen . 
 Sind es nicht unsere Gesetze , die diesen Menschen geradezu prohibieren , für Ihren Geld zum Leben zu sorgen , während sie auf endlose Asylverfahren anschauen ? 
 Sind es nicht unsere Recht , die Wirtschaftsflüchtlinge schleunigst nach Hause übertragen sollten ? 
 Wieso spendieren wir Waffen in alle Globus und wer bezahlt diese ? 
 Und wozu bedienen diese Waffen ? 
 Wollen unsere Staatsangehöriger eigentlich in dieser scheinheiligen Betriebsart von unseren so genannten Volksvertretern verarscht werden ? 
 Und tragen unsere Massenmedien mit Ihrer Hetze nicht mehr zur Verwirrung der Landsmann und deren Verblödung bei , statt aufzuklären und die wahren Schuldigen zu benennen ? 
 Sind es nicht unsere Regierungen , Geheimdienste und Medien , die gemeinsam in der breiter werdenden aufwachenden Bürger zum Gefühl und der Selbsterkenntnis verwalten , dass sie das eigentliche Kiste sind ? 
 So gesehen sollten wir nicht gegen eine Islamisierung oder gegen die Pegida abbilden , sondern gegen Repräsentant , die eben nicht die Mehrheitsinteressen der Bürger sich hinter etwas stellen . 
 Was , wenn wir gemeinsam in Berlin zeigen würden , die Pegidas , die Friedensdemonstranten und Bürgerrechtler , alle zusammen , egal welcher Teint bzw. Gottesglauben diese Angehören um gemeinsame ausstehende Zahlung aufzustellen ? 
 Für direkte Volksstaat ! 
 Für Repräsentant , die auch wirklich den Mehrheitswillen verfechten ! 
 Wenn bei Wahlbeteiligungen von 45 % eine so genannte Überzahl von 22,6 % plötzlich die Herrschaft stellt , anschließend Wahlversprechen missachtet während der Stimmvieh vor der Körung auch noch auf den „ richtigen “ Kandidaten medial eingestimmt wird , dann kann in diesem Land und auch den meisten westlichen Ländern , schon längst keine Vortrag von Demokratie mehr sein . 
 In Wirklichkeit (seine Jahre im Knast) abreißen wir alle im gleichen Schaluppe , denn das normale Bewohner wird von den eigentlichen Profiteuren manipuliert , missbraucht , fehlinformiert , ausgebeutet und dann auch noch gegeneinander aufgehetzt . 
 Ich würde gerne zusammen mit allen vernünftigen Bürgern , die verlogenen Parteien in Berlin , Brüssel und so weiter aus dem Amt Hackengas geben , um echte direkte Volksstaat und Parlamentarier einzusetzen . 
 Das kann aber auch nur entgegen der perversen Meinungsmanipulation der Massenmedien erkannt werden . 
 Ich bin aber unterm Maser DANKBAR FÜR JEDEN DEMONSTRANTEN . Allein das zeigt heute , dass die Menschen unzufrieden sind und zwar mit Recht . 
 Wir wollen doch nur in Friede irdisches Dasein und ein Auskommen innehaben . Und Volksvertreter und Medien sollten diesem Abschluss servieren , statt uns zu vertuschen . 
 Sobald diese Erkenntnis Gelass aufbauen und das Sachen und Herrsche Spiel der Eliten nicht mehr funktionieren und wir gemeinsam für eine demokratische humane friedliche grundlegende Neuordnung stillstehen , sind die Tage der Bauernfängerei der Massen durch kleine die da oben gezählt . 
 Bitte mitdenken und verteilen . DANKE ! 
 MFG 
 Alex Quint";True
858428440862247_aug;"Allen , die jetzt schrecklich enttaeuscht sind , die aber nicht brav in die Abkapselung zurueck wollen , emfehle ich 

           KETZERBRIEFE enträtseln ! 

 Als erste Schnupperprobe vielleicht die Flugblaetter zu Pegida . Leicht beim 

 BUND   GEGEN   ANPASSUNG 

 herunter zu herunterkopieren .";True
857825407589217_aug;Auch du wirsd noch ruhiger lieber christoph ..... Höhlung ein paar molotows und sammel ein paar steine .... ist b7ald wieder erster Wonnemond ... oder üb mal hakenkreuz schmieren ... wenn du dabei Unterstützungsangebot brauchst dann frag eine von den grünen politikerinnen die haben sie dabei erwischt ... oder nimm dir ein Anschlag und demonstrier für mehr pädophilie oder verwandschaftsehen wie sie ja von den kinderschänderparteien gefordert wird.aber halt deine Maul;True
857359947635763_aug;Pegida will euch nicht weghaben ! ! Bitte ab 3:22 angucken und davon alle öffentlich distanzieren , das wär schon mal gut      https://www.youtube.com/watch?v=ScRYrukJ9mw;True
1095904037114685_aug;lasst diese Ratten nicht rein , sofort abziehen;True
856838281021263_aug;"PEGIDA-Demonstranten sollten das Wort "" Lügenpresse "" nicht mehr nutzen , weil es aus unserer deutschen Mitvergangenheit negativ belegt ist . applizieren Sie bitte stattdessen das morphologisches Wort : "" Fälschungspresse "" . Danke .";True
856737934364631_aug;Wir bedürfen PEGIDA für Deutschland .... diese Vernebelung der Gehirne ist nicht mehr auszuhalten ...... hoffentlich haben sehr viele ganz genau zugehört . Tatsachen , keine Stammtisch . Phrasen . Danke Dresden .. klasse Aktion !;True
1092495690788853_aug;"GEIL ! So gehört sich das ! 
 Die westlichen Länder ( und ich zähle Russland auch dazu ) sollten geschlossen zusammenstehen anstatt sich zu Maßnahmen ergreifen . Schließlich gibt es genug verrückte Völker auf dieser Terra ...";True
882854761752948_aug;Einer Zwang mal was zum Inhalt haben . Aber egal was wir alle hier tun es wird sich anscheinend nie was editieren in diesem Grund und Boden .;True
982640725107684_aug;na so schwach und erschöpft und fertig und halb verhungert einplanen die aber net aus ... ich frag mich nur , warum die da mit Reizgas rumspielen ? Einmal durchladen und reinhalten ... sowas geht gar nicht ! Das sind Straftaten ... Körperverletzungen ... vllt sogar versuchter (vorsätzliche) Tötung und das Kanaken kommt damit durch ? ? ? ? ? Ich weiß ... bei den tollen Gutmenschen bin ich der obernazi ... kommt ma rum und sagts mir ins Konterfei !;True
858648884173536_aug;"ihr Osis klaut uns Ausländern erst die Arbeitsplätze , und jetzt hetzt ihr auch noch . 
 Anschaffung dir schonmal ne Burka wenn Du soviel Furcht hast vor dem Islam , die aufmachen nämlich mit vorliebe hässliche Volk . 
 Ach und noch etwas , bleib bitte im Levante , hier im Westen sind wir ganz viele ! ! !";True
858012970903794_aug;geht mal auf , , report mainz,,, ............ absolute Hetze , , in dresden werden jetzt angeblich Mensch mit Migrationshintergrund bedroht , , und speziell bei , , lisas , , Globus ........ kreisen die total ab .......;True
886067174765040_aug;Der 2 plus 4 Kontrakt tut nichts zur Kiste wir sind immer noch besetzt , es hat keine Übereinkommen gegeben und wir sind immer noch kein souveräner Staat ! das Staatsverfassung ist keine Verfassung!!!und die BRD ist nur die Verwaltungsgesellschaft der Alliierten , die BRD ist offiziell als Gesellschaft mit beschränkter Haftung eingetragen .... versuche es mal mit informationen die den Tatsachen respektieren und nicht mit dem was Verdichter und Politiker dir unterrichten wollen ! ! !;True
993968903974866_aug;wieso bitte , , ,   hau ab du alte stasikuh und nimm das Gesocks aus deiner Herrschaft mit;True
856737794364645_aug;einfach eine Gesellschaftsschicht Vorstellung ! Gewaltfrei , Sachlich richtig und trifft es auf den Punkt was viele Personen in Deutschland wahrnehmen ! WIR SIND DAS Bürger ! macht weiter so und lass euch niemals einkriegen ! bleibt Hartneckig ! :) ich habe es leider nur übers WWW gesehen aber ihr zeigt wie es richtig geht ! ich wünschte nur in meiner Gemeinschaft gebe es Pegida Veranstaltungen =/;True
857996457572112_aug;Unser Land wacht langsam auf und dieser Vorgang muss unbedingt nicht aufhören .;True
857965927575165_aug;"Ok lets get this straight , the MARXIST JEWS from the FRANKFURT SCHOOL are the reason Europe is being overrun by MUSLIMS ! CULTURAL MARXISM GOOGLE IT ! ! ! ! And watch this Streifen ! ! ! 
 https://m.youtube.com/watch?v=MFE0qAiofMQ";True
1035147829856973_aug;War wieder sehr schön bei Euch trotz der Herzlosigkeit ! ? ? Nur die Härten sich einfinden in den Gartenanlage ! ? ? Tatjana sah auch wie immer sehr bezaubernd aus und ihre Vortrag wie auch immer sehr überzeugend ! Der Schweizer Franken Depp / Sepp ist lustig und auch peinlich zugleich ! Ist sicher ein heimlicher ...ratte von # Pegida ? ! # Dresdenzeigtwiesgeht # AufdieStrasseueberall # Merkelmussweg # MontagistPegidaTag;True
1096073150431107_aug;"Ganz einfach 
 HAUT Anrufbeantworter UND KOMMT ERST NICHT IN UNSER Grund";True
1035130936525329_aug;Nich quasseln ? ... MITMACHEN ! ! ? ? ? ?;True
